genera	positive_size.sbp	positive_estimate.sbp	positive_p.value.sbp	positive_q.value.sbp	positivie_message.sbp	negative_size.sbp	negative_estimate.sbp	negative_p.value.sbp	negative_q.value.sbp	negative_message.sbp	positive_size.dbp	positive_estimate.dbp	positive_p.value.dbp	positive_q.value.dbp	positivie_message.dbp	negative_size.dbp	negative_estimate.dbp	negative_p.value.dbp	negative_q.value.dbp	negative_message.dbp	positive_size.sbp_sd	positive_estimate.sbp_sd	positive_p.value.sbp_sd	positive_q.value.sbp_sd	positivie_message.sbp_sd	negative_size.sbp_sd	negative_estimate.sbp_sd	negative_p.value.sbp_sd	negative_q.value.sbp_sd	negative_message.sbp_sd	positive_size.dbp_sd	positive_estimate.dbp_sd	positive_p.value.dbp_sd	positive_q.value.dbp_sd	positivie_message.dbp_sd	negative_size.dbp_sd	negative_estimate.dbp_sd	negative_p.value.dbp_sd	negative_q.value.dbp_sd	negative_message.dbp_sd
Barnesiella						1	0.580958723591176	0.722277722277722	0.978306541942906							1	0.148130591929845	0.916083916083916	1							1	0.117690327326223	0.948051948051948	0.994514257672152							1	0.792522955837342	0.613386613386613	0.966373249392117	
Butyricimonas						1	0.595128448556814	0.712287712287712	0.978306541942906							1	1.27392309059667	0.36963036963037	0.999342537804076		1	0.495366862870797	0.761238761238761	0.994514257672152												1	1.13412767818102	0.445554445554446	0.941533713810941	
CAG-103						2	0.703578568193028	0.711288711288711	0.978306541942906							2	0.981116437239496	0.535464535464536	0.999342537804076							2	0.925073376129846	0.59040959040959	0.994514257672152							2	0.905301627462424	0.605394605394606	0.962865705722849	
CAG-115						1	1.55866974622023	0.227772227772228	0.978306541942906							1	1.19985779463175	0.403596403596404	0.999342537804076							1	0.102979036410445	0.955044955044955	0.994514257672152		1	0.365120987818236	0.794205794205794	0.993745385049733						
CAG-170						7	1.34911391225159	0.152847152847153	0.978306541942906							7	1.03500996264289	0.460539460539461	0.999342537804076							7	1.52845787733658	0.050949050949051	0.806526806526806		1	0.265542536595081	0.854145854145854	0.993878073146366		6	0.934621366129075	0.558441558441558	0.941533713810941	
CAG-177						1	0.821844048007029	0.591408591408591	0.978306541942906							1	0.0148130591929846	0.982017982017982	1							1	0.779698418536227	0.608391608391608	0.994514257672152		1	0.248946128057888	0.867132867132867	0.993878073146366						
CAG-238						2	1.18728883382574	0.392607392607393	0.978306541942906							2	1.1541744754748	0.396603396603397	0.999342537804076							2	1.26712322030563	0.308691308691309	0.994514257672152							2	0.974214812245221	0.552447552447552	0.941533713810941	
CAG-245						1	0.750995423178837	0.642357642357642	0.978306541942906							1	0.622148486105351	0.686313686313686	1							1	0.411916145641781	0.803196803196803	0.994514257672152							1	0.396261477918671	0.81018981018981	0.993745385049733	
CAG-269						1	1.51616057132331	0.248751248751249	0.978306541942906							1	1.70350180719322	0.156843156843157	0.999342537804076							1	0.456050018389114	0.791208791208791	0.994514257672152							1	0.983821600349804	0.506493506493507	0.941533713810941	
CAG-273						1	0.155866974622023	0.914085914085914	0.978306541942906							1	0.696213782070273	0.653346653346653	0.999342537804076		1	1.10729063465237	0.452547452547453	0.994514257672152												1	0.0546567555749892	0.976023976023976	0.993878073146366	
CAG-45						1	0.297564224278407	0.842157842157842	0.978306541942906							1	0.503644012561474	0.739260739260739	1							1	1.04450165502023	0.478521478521479	0.994514257672152							1	1.47573240052471	0.267732267732268	0.941533713810941	
CAG-95						2	1.36318347587399	0.235764235764236	0.978306541942906							2	1.64882067924971	0.0769230769230769	0.846153846153846							2	1.16512568554419	0.3996003996004	0.994514257672152							2	1.51355115841374	0.121878121878122	0.941533713810941	
CAJFUR01						1	1.88457342042991	0.045954045954046	0.978306541942906							1	1.49611897849144	0.261738261738262	0.999342537804076							1	0.794409709452005	0.597402597402597	0.994514257672152							1	0.587560122431133	0.713286713286713	0.993745385049733	
CAKTXU01						1	0.127527524690746	0.925074925074925	0.978306541942906							1	0.251822006280737	0.864135864135864	1		1	0.262253045049245	0.864135864135864	0.994514257672152							1	0.282138945132274	0.847152847152847	0.993878073146366						
Choladousia						2	0.72593554710657	0.699300699300699	0.978306541942906							2	1.07461599514736	0.462537462537463	0.999342537804076		1	0.407949181187715	0.787212787212787	0.994514257672152		1	0.867966164030895	0.562437562437563	0.994514257672152		1	0.945995286619976	0.51948051948052	0.941533713810941		1	0.437254044599913	0.783216783216783	0.993745385049733	
Clostridium A						1	0	1	1							1	0.548083190140428	0.727272727272727	1		1	0.509936476484644	0.756243756243756	0.994514257672152												1	0.628552689112375	0.697302697302697	0.993745385049733	
Collinsella						1	0.977711022629052	0.523476523476524	0.978306541942906							1	0.266635065473722	0.86013986013986	1		1	0.014569613613847	0.977022977022977	0.994514257672152												1	0.136641888937473	0.947052947052947	0.993878073146366	
Coprobacter						1	0.566788998625537	0.726273726273726	0.978306541942906							1	0.785092137228181	0.609390609390609	0.999342537804076		1	1.61722711113701	0.177822177822178	0.961351148851149							1	0.78003120124805	0.594405594405594	0.959290709290709						
Dorea						1	0.90686239780086	0.555444555444555	0.978306541942906							1	0.32588730224566	0.834165834165834	1		1	1.9231889970278	0.0310934527673872	0.806526806526806							1	2.04135825007468	0.0292881603313127	0.517182817182817						
Egerieenecus						2	0.469052378795352	0.857142857142857	0.978306541942906		1	0.691328969625653	0.659340659340659	0.999342537804076		1	0.755466018842212	0.62037962037962	0.999342537804076							2	0.650654603615586	0.758241758241758	0.994514257672152							2	0.976028317107926	0.552447552447552	0.941533713810941	
Ellagibacter						1	0.99188074759469	0.521478521478522	0.978306541942906							1	0.177756710315815	0.897102897102897	1							1	1.08863552776756	0.461538461538462	0.994514257672152		1	0.381717396355429	0.789210789210789	0.993745385049733						
Enterenecus						1	0.963541297663413	0.529470529470529	0.978306541942906							1	0.48883095336849	0.745254745254745	1							1	0.132401618242001	0.937062937062937	0.994514257672152							1	0.0819851333624836	0.972027972027972	0.993878073146366	
ER4						3	1.94260678522417	0.00209041115341923	0.331266166548284							3	1.46618780052801	0.128871128871129	0.999342537804076							3	1.44817251453565	0.12987012987013	0.85179106607678							3	1.83290235083641	0.00993898386945648	0.516709078681503	
Escherichia						1	0.141697249656384	0.919080919080919	0.978306541942906		1	1.70625873354417	0.125874125874126	0.999342537804076												1	1.51526296432512	0.251748251748252	0.994514257672152							1	1.39374726716222	0.317682317682318	0.941533713810941	
F23-B02						1	0.510110098762984	0.752247752247752	0.978306541942906							1	1.06654026189489	0.473526473526474	0.999342537804076							1	0.500183891136448	0.764235764235764	0.994514257672152							1	0.573895933537386	0.714285714285714	0.993745385049733	
Faecivicinus						1	1.842064245533	0.0709290709290709	0.978306541942906							1	1.83681933993008	0.0829170829170829	0.858435681965094							1	1.54468554615668	0.235764235764236	0.994514257672152							1	1.18878443375601	0.427572427572428	0.941533713810941	
Fimadaptatus						1	1.2894449718731	0.364635364635365	0.978306541942906							1	1.57018427445636	0.230769230769231	0.999342537804076							1	1.83891136447223	0.0699300699300699	0.806526806526806							1	1.16145605596852	0.440559440559441	0.941533713810941	
Fimenecus						1	0.283394499312769	0.853146853146853	0.978306541942906							1	0.16294365112283	0.911088911088911	1		1	0.393379567573868	0.792207792207792	0.994514257672152							1	0.0331928170743852	0.964035964035964	0.993878073146366						
Fimisoma						1	0.325903674209684	0.832167832167832	0.978306541942906		1	0.102963889093182	0.94005994005994	1							1	1.82120170173087	0.0759240759240759	0.806526806526806							1	1.7758157134796	0.137862137862138	0.941533713810941						
Flemingibacterium						1	1.30361469683874	0.34965034965035	0.978306541942906							1	1.88125851750904	0.0579420579420579	0.846153846153846							1	1.47112909157779	0.277722277722278	0.994514257672152							1	1.65336685614342	0.156843156843157	0.941533713810941	
Intestinimonas						1	1.94125232029247	0.00769715620221524	0.443869340994412							1	1.95532381347396	0.02997002997003	0.846153846153846							1	1.91246781905112	0.02997002997003	0.806526806526806							1	1.91298644512462	0.015470331697051	0.516709078681503	
JAGTTR01						1	0.63763762345373	0.687312687312687	0.978306541942906							1	0.133317532736861	0.924075924075924	1							1	0.941522618609784	0.535464535464536	0.994514257672152							1	1.06580673371229	0.476523476523477	0.941533713810941	
Lentihominibacter						1	1.43114222152948	0.285714285714286	0.978306541942906							1	1.03691414350892	0.486513486513487	0.999342537804076							1	0.882677454946673	0.556443556443557	0.994514257672152							1	0.833515522518584	0.597402597402597	0.959290709290709	
Limiplasma						2	1.74352849506846	0.040959040959041	0.978306541942906		1	1.01492976391851	0.511488511488512	0.999342537804076		1	1.98494993185993	0.015470331697051	0.846153846153846							2	1.54341324578581	0.102897102897103	0.826564739608218							2	1.64085919977564	0.0599400599400599	0.769999231537693	
Metalachnospira						1	1.48782112139204	0.253746253746254	0.978306541942906							1	1.37761450494756	0.324675324675325	0.999342537804076							1	1.29459360058845	0.368631368631369	0.994514257672152							1	1.32542632269349	0.356643356643357	0.941533713810941	
Methanobrevibacter A						1	0.836013772972668	0.582417582417583	0.978306541942906							1	0.725839900456242	0.636363636363636	0.999342537804076							1	1.45641780066201	0.283716283716284	0.994514257672152							1	1.72168780061216	0.124875124875125	0.941533713810941	
Odoribacter						1	1.44531194649512	0.27972027972028	0.978306541942906							1	1.55537121526338	0.237762237762238	0.999342537804076							1	1.27988230967268	0.373626373626374	0.994514257672152							1	1.87199387844338	0.030969030969031	0.517182817182817	
Onthomonas						1	1.4736513964264	0.267732267732268	0.978306541942906							1	1.45167980091248	0.285714285714286	0.999342537804076							1	1.02979036410445	0.486513486513487	0.994514257672152							1	0.90183646698732	0.568431568431568	0.941533713810941	
Paraprevotella						1	1.03438992249161	0.497502497502498	0.978306541942906							1	1.73312792557919	0.13986013986014	0.999342537804076		1	1.01987295296929	0.508491508491509	0.994514257672152							1	0.0829820426859629	0.938061938061938	0.993878073146366						
PeH17						1	1.81372479560172	0.0909090909090909	0.978306541942906							1	1.48130591929845	0.277722277722278	0.999342537804076							1	1.9271791099669	0.015470331697051	0.806526806526806							1	1.62603847835593	0.171828171828172	0.941533713810941	
Phil1						1	1.71453672084225	0.140859140859141	0.978306541942906							1	1.4368667417195	0.294705294705295	0.999342537804076							1	1.80948878264068	0.0739260739260739	0.806526806526806							1	1.80367293397464	0.0759240759240759	0.845288045288045	
QAKD01						1	1.06272937242288	0.482517482517483	0.978306541942906							1	0.873970492386088	0.565434565434565	0.999342537804076							1	0.264803236484002	0.866133866133866	0.994514257672152							1	0.683209444687364	0.67032967032967	0.993745385049733	
QAMH01						1	0.113357799725108	0.933066933066933	0.978306541942906		1	0.235346032212988	0.882117882117882	1												1	0.603162927546893	0.713286713286713	0.994514257672152							1	1.40741145605597	0.315684315684316	0.941533713810941	
Ruminiclostridium E						1	0.736825698213198	0.645354645354645	0.978306541942906							1	0.740652959649227	0.627372627372627	0.999342537804076							1	1.6623758734829	0.156843156843157	0.904462204462204							1	1.28443375601224	0.373626373626374	0.941533713810941	
Ruminococcus D						1	0.212545874484576	0.897102897102897	0.978306541942906		1	0.308891667279547	0.841158841158841	1							1	0.160265749752317	0.909090909090909	0.994514257672152							1	0.464699439041392	0.757242757242757	0.993745385049733						
Ruminococcus E						1	0.552619273659899	0.732267732267732	0.978306541942906							1	0.118504473543876	0.931068931068931	1		1	0.0728480680692348	0.956043956043956	0.994514257672152							1	0.630663524413317	0.666333666333666	0.993745385049733						
SFEL01						1	1.61534864608278	0.194805194805195	0.978306541942906							1	1.51093203768442	0.261738261738262	0.999342537804076							1	1.86833394630379	0.048951048951049	0.806526806526806							1	1.83100131176214	0.056943056943057	0.769999231537693	
SFMI01						1	0.439261473934791	0.782217782217782	0.978306541942906							1	0.962848847543995	0.525474525474525	0.999342537804076							1	0.956233909525562	0.526473526473527	0.994514257672152							1	1.22977700043726	0.401598401598402	0.941533713810941	
Spyradocola						1	1.36029359670129	0.326673326673327	0.978306541942906							1	0.681400722877289	0.653346653346653	0.999342537804076							1	0.912100036778228	0.551448551448551	0.994514257672152							1	1.54405334499344	0.216783216783217	0.941533713810941	
Tidjanibacter						1	0.892692672835221	0.561438561438561	0.978306541942906							1	0	1	1							1	1.16219198234645	0.426573426573427	0.994514257672152							1	1.70802361171841	0.124875124875125	0.941533713810941	
UBA11524						1	1.41697249656384	0.294705294705295	0.978306541942906							1	1.40724062333353	0.311688311688312	0.999342537804076							1	1.73593232806179	0.116883116883117	0.82957042957043							1	1.42107564494972	0.303696303696304	0.941533713810941	
UBA11774						1	1.60117892111714	0.202797202797203	0.978306541942906							1	1.65906262961427	0.181818181818182	0.999342537804076							1	0.544317763883781	0.744255744255744	0.994514257672152							1	1.07947092260604	0.471528471528472	0.941533713810941	
UBA1417						1	1.67202754594534	0.157842157842158	0.978306541942906							1	1.68868874800024	0.163836163836164	0.999342537804076							1	0.426627436557558	0.795204795204795	0.994514257672152		1	0.929398878082783	0.528471528471529	0.941533713810941						
UBA3818						1	1.33195414677001	0.33966033966034	0.978306541942906							1	0.799905196421165	0.605394605394606	0.999342537804076							1	1.30930489150423	0.35964035964036	0.994514257672152							1	0.382597289024924	0.819180819180819	0.993745385049733	
UBA644						1	1.37446332166693	0.317682317682318	0.978306541942906							1	1.54055815607039	0.246753246753247	0.999342537804076							1	1.70650974623023	0.135864135864136	0.85179106607678							1	1.88565806733712	0.024975024975025	0.517182817182817	
UBA738						1	1.17608717214799	0.41958041958042	0.978306541942906							1	0.859157433193103	0.570429570429571	0.999342537804076							1	1.23574843692534	0.395604395604396	0.994514257672152							1	1.05214254481854	0.483516483516484	0.941533713810941	
UBA866						1	1.75704589573917	0.113886113886114	0.978306541942906							1	1.91088463589501	0.046953046953047	0.846153846153846							1	1.5299742552409	0.23976023976024	0.994514257672152							1	0.929164844774815	0.540459540459541	0.941533713810941	
UMGS1312						1	1.21859634704491	0.397602397602398	0.978306541942906							1	0.399952598210583	0.799200799200799	1							1	1.76535490989334	0.0999000999000999	0.826564739608218							1	1.5303891560997	0.227772227772228	0.941533713810941	
UMGS1623						1	1.26110552194182	0.375624375624376	0.978306541942906							1	1.25911003140369	0.376623376623377	0.999342537804076							1	1.05921294593601	0.472527472527473	0.994514257672152							1	1.44840402273721	0.287712287712288	0.941533713810941	
UMGS1975						1	0.255055049381492	0.879120879120879	0.978306541942906		1	0.117673016106494	0.934065934065934	1							1	1.86491054257241	0.054945054945055	0.806526806526806							1	1.75921930494241	0.147852147852148	0.941533713810941						
UMGS856						1	1.4028027715982	0.301698301698302	0.978306541942906							1	1.94051075428097	0.036963036963037	0.846153846153846							1	1.88304523721957	0.042957042957043	0.806526806526806							1	1.7626803672934	0.103896103896104	0.941533713810941	
Vescimonas						6	1.31845449235523	0.165834165834166	0.978306541942906		1	1.0002206369052	0.51948051948052	0.999342537804076		5	1.44712414771366	0.102897102897103	0.999342537804076							6	0.806355710588003	0.724275724275724	0.994514257672152							6	0.557321141514082	0.917082917082917	0.993878073146366	
Woodwardibium						1	1.24693579697618	0.37962037962038	0.978306541942906							1	1.42205368252652	0.304695304695305	0.999342537804076							1	1.07392423685178	0.466533466533467	0.994514257672152							1	1.10679930039353	0.461538461538462	0.941533713810941	
Wujia						1	0.72265597324756	0.65034965034965	0.978306541942906							1	0.666587663684304	0.664335664335664	0.999342537804076							1	1.32401618242001	0.34965034965035	0.994514257672152							1	1.68069523393092	0.145854145854146	0.941533713810941	
